source_id,name,jurisdiction_level,state,publisher,source_kinds,lead_signals,url,portal_family,access_mode,credential_env,official_status,access_status,integration_status,discovered_on,last_access_checked_on,discovery_method,evidence_url,coverage_rule,coverage_scope,notes
la.st_charles_parish.bids,St Charles Parish bids and proposals,county,LA,St Charles Parish,rfp|contract_award,silver,https://www.stcharlesparish.gov/businesses/bids-and-proposals,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.stcharlesparish.gov/businesses/bids-and-proposals,unknown,St Charles Parish,Firecrawl candidate not access tested
la.state.education_grants,Louisiana Department of Education grants,state,LA,Louisiana Department of Education,grant_opportunity|grant_award,gold|watch,https://doe.louisiana.gov/school-system-leaders/school-system-finances/grants,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://doe.louisiana.gov/school-system-leaders/school-system-finances/grants,optional,Louisiana school-system grants,Program and recipient coverage need testing
la.state.lapac,Louisiana LaPAC,state,LA,State of Louisiana,rfp|contract_award,silver,https://wwwcfprd.doa.louisiana.gov/osp/lapac/altlist.cfm,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://wwwcfprd.doa.louisiana.gov/osp/lapac/altlist.cfm,unknown,Louisiana state agencies,Firecrawl discovery only
ma.barnstable_county.bids,Barnstable County bids and proposals,county,MA,Barnstable County,rfp|contract_award,silver,https://www.capecod.gov/purchasing/bids-and-proposals/,bonfire,unknown,,verified,needs-testing,discovered,2026-07-15,,web_search,https://www.capecod.gov/purchasing/bids-and-proposals/,unknown,Barnstable County,Official page states Bonfire hosts county opportunities
ma.boston_schools.procurement,Boston Public Schools purchasing,school_district,MA,Boston Public Schools,rfp|contract_award,silver,https://www.bostonpublicschools.org/about-bps/business-services/purchasing,commbuys,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.bostonpublicschools.org/about-bps/business-services/purchasing,unknown,Boston Public Schools,Firecrawl candidate not access tested
ma.brewster.procurement,Town of Brewster procurement,city,MA,Town of Brewster,rfp|contract_award,silver,https://www.brewster-ma.gov/procurement-services,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.brewster-ma.gov/procurement-services,unknown,Town of Brewster,Firecrawl candidate not access tested
ma.state.bids,Massachusetts bidding opportunities,state,MA,Commonwealth of Massachusetts,rfp|contract_award,silver,https://www.mass.gov/info-details/bidding-opportunities,commbuys,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.mass.gov/info-details/bidding-opportunities,unknown,Massachusetts public entities,COMMBUYS access needs testing
ma.state.grants_gms,Massachusetts Grants Management System,state,MA,Commonwealth of Massachusetts,grant_opportunity|grant_award,gold|watch,https://www.mass.gov/info-details/grants-management-system-gms,agate,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.mass.gov/info-details/grants-management-system-gms,unknown,Massachusetts participating grant programs,Public search and coverage need testing
md.baltimore_county.bids,Baltimore County procurement opportunities and awards,county,MD,Baltimore County,rfp|contract_award,silver,https://www.baltimorecountymd.gov/departments/budfin/purchasing/opportunities-bid-results-and-active-contracts,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.baltimorecountymd.gov/departments/budfin/purchasing/opportunities-bid-results-and-active-contracts,unknown,Baltimore County,Firecrawl candidate not access tested
md.st_marys_schools.bid_board,St Marys County Public Schools bid board,school_district,MD,St Marys County Public Schools,rfp|contract_award,silver,https://www.smcps.org/offices/fiscal-services/purchasing/bid-board,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.smcps.org/offices/fiscal-services/purchasing/bid-board,unknown,St Marys County Public Schools,Firecrawl candidate not access tested
md.state.bidsawards,Maryland bids and awards,state,MD,State of Maryland,rfp|contract_award,silver,https://dgs.maryland.gov/Pages/Procurement/BidsAwards.aspx,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://dgs.maryland.gov/Pages/Procurement/BidsAwards.aspx,unknown,Maryland public entities,Firecrawl discovery only
md.state.grants_office,Maryland Governors Grants Office,state,MD,State of Maryland,grant_opportunity,watch,https://grants.maryland.gov/Pages/Grants-Office.aspx,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://grants.maryland.gov/Pages/Grants-Office.aspx,optional,Maryland grant resources,Legislative survey says list may be incomplete
me.cumberland_county.bids,Cumberland County bid opportunities,county,ME,Cumberland County,rfp|contract_award,silver,https://www.cumberlandcountyme.gov/departments/finance___treasurer/bid_opportunities.php,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.cumberlandcountyme.gov/departments/finance___treasurer/bid_opportunities.php,unknown,Cumberland County,Firecrawl candidate not access tested
me.portland_schools.bids,Portland Public Schools bids and RFPs,school_district,ME,Portland Public Schools,rfp|contract_award,silver,https://www.portlandschools.org/department/finance/procurement,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.portlandschools.org/department/finance/procurement,unknown,Portland Public Schools,Firecrawl candidate not access tested
me.state.grant_archive,Maine grant funding opportunity archive,state,ME,State of Maine Division of Procurement Services,grant_opportunity,watch,https://www.maine.gov/dafs/bbm/procurementservices/vendors/grants-archive,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.maine.gov/dafs/bbm/procurementservices/vendors/grants-archive,unknown,Maine state grant opportunities,Archive is not a current-opportunity feed and needs companion source
me.state.rfps,Maine requests for proposals,state,ME,State of Maine,rfp|contract_award,silver,https://www.maine.gov/dafs/bbm/procurementservices/vendors/rfps,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.maine.gov/dafs/bbm/procurementservices/vendors/rfps,unknown,Maine state agencies,Firecrawl discovery only
mi.state.sigma,Michigan SIGMA bid proposals,state,MI,State of Michigan,rfp|contract_award,silver,https://www.michigan.gov/dtmb/procurement/contractconnect/bid-proposals,sigma_vss,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.michigan.gov/dtmb/procurement/contractconnect/bid-proposals,unknown,Michigan state agencies,Firecrawl discovery only
mi.wayne_county.procurement,Wayne County procurement,county,MI,Wayne County,rfp|contract_award,silver,https://www.waynecountymi.gov/Government/Departments/Management-Budget/Procurement,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.waynecountymi.gov/Government/Departments/Management-Budget/Procurement,unknown,Wayne County,Firecrawl candidate not access tested
mi.wayne_resa.purchasing,Wayne RESA purchasing and RFPs,education_service_agency,MI,Wayne RESA,rfp|contract_award,silver,https://www.resa.net/administrative-support/purchasing/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.resa.net/administrative-support/purchasing/,unknown,Wayne RESA member districts,Firecrawl candidate not access tested
mn.hennepin_county.vendors,Hennepin County vendor contracting,county,MN,Hennepin County,rfp|contract_award,silver,https://www.hennepincounty.gov/services/business-support/contracting-county/becoming-a-vendor-for-the-county,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.hennepincounty.gov/services/business-support/contracting-county/becoming-a-vendor-for-the-county,unknown,Hennepin County,Firecrawl candidate not access tested
mn.minneapolis_schools.procurement,Minneapolis Public Schools procurement,school_district,MN,Minneapolis Public Schools,rfp|contract_award,silver,https://www.mpschools.org/departments/finance/procurement,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.mpschools.org/departments/finance/procurement,unknown,Minneapolis Public Schools,Firecrawl candidate not access tested
mn.state.grants,Minnesota Office of Grants Management,state,MN,State of Minnesota,grant_opportunity|grant_award,gold|watch,https://mn.gov/grants/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://mn.gov/grants/,unknown,Minnesota state grant programs,Opportunity and award completeness need testing
mn.state.swift,Minnesota solicitations and contract opportunities,state,MN,State of Minnesota,rfp|contract_award,silver,https://mn.gov/admin/osp/vendors/solicitations-and-contract-opportunities/,swift,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://mn.gov/admin/osp/vendors/solicitations-and-contract-opportunities/,unknown,Minnesota state agencies,Guest portal access needs testing
mo.st_louis_county.bids,St Louis County open bids,county,MO,St Louis County,rfp|contract_award,silver,https://stlouiscountymo.gov/st-louis-county-departments/administration/open-bids/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://stlouiscountymo.gov/st-louis-county-departments/administration/open-bids/,unknown,St Louis County,Firecrawl candidate not access tested
mo.st_louis_schools.procurement,St Louis Public Schools bid opportunities,school_district,MO,St Louis Public Schools,rfp|contract_award,silver,https://www.slps.org/departments/finance-division/welcome-to-procurement/bonfire-bid-opportunities,bonfire,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.slps.org/departments/finance-division/welcome-to-procurement/bonfire-bid-opportunities,unknown,St Louis Public Schools,Firecrawl candidate not access tested
mo.state.missouribuys,MissouriBUYS business opportunities,state,MO,State of Missouri,rfp|contract_award,silver,https://missouribuys.mo.gov/business-opportunities,custom_portal,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://missouribuys.mo.gov/business-opportunities,unknown,Missouri state agencies,Firecrawl discovery only
mo.state.school_safety,Missouri DESE school safety funding,state,MO,Missouri Department of Elementary and Secondary Education,grant_opportunity|grant_award,gold|watch,https://dese.mo.gov/financial-admin-services/school-governance/safety,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://dese.mo.gov/financial-admin-services/school-governance/safety,optional,Missouri school-safety programs,Grant documents and recipient access need testing
ms.harrison_schools.bids,Harrison County School District public bids,school_district,MS,Harrison County School District,rfp|contract_award,silver,https://www.harrison.k12.ms.us/21685_3,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.harrison.k12.ms.us/21685_3,unknown,Harrison County School District,Firecrawl candidate not access tested
ms.hinds_county.purchasing,Hinds County purchasing,county,MS,Hinds County,rfp|contract_award,silver,https://www.hindscountyms.com/departments/purchasing,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.hindscountyms.com/departments/purchasing,unknown,Hinds County,Firecrawl candidate not access tested
ms.state.egrants,Mississippi MAGIC e-Grants portal,state,MS,State of Mississippi,grant_opportunity|grant_award,gold|watch,https://www.dfa.ms.gov/magics-e-grants-portal,custom_portal,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.dfa.ms.gov/magics-e-grants-portal,unknown,Mississippi state grant programs,Public search and coverage need testing
ms.state.search,Mississippi procurement opportunity search,state,MS,State of Mississippi,rfp|contract_award,silver,https://www.ms.gov/dfa/contract_bid_search/Bid?autoloadGrid=true,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.ms.gov/dfa/contract_bid_search/Bid?autoloadGrid=true,unknown,Mississippi public entities,Firecrawl discovery only
mt.billings_schools.procurement,Billings Public Schools business services,school_district,MT,Billings Public Schools,rfp|contract_award,silver,https://www.billingsschools.org/departments/business-services,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.billingsschools.org/departments/business-services,unknown,Billings Public Schools,Exact bid-list location needs testing
mt.lewis_clark_county.awards,Lewis and Clark County awarded bids,county,MT,Lewis and Clark County,contract_award,gold,https://www.lccountymt.gov/Government/Grants-and-Procurement/Bids-and-Proposals-Awarded,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.lccountymt.gov/Government/Grants-and-Procurement/Bids-and-Proposals-Awarded,unknown,Lewis and Clark County,Firecrawl candidate not access tested
mt.missoula_county.bids,Missoula County bids and proposals,county,MT,Missoula County,rfp|contract_award,silver,https://www.missoulacounty.gov/departments/auditor/bids-proposals/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.missoulacounty.gov/departments/auditor/bids-proposals/,unknown,Missoula County,Firecrawl candidate not access tested
mt.state.emacs,Montana eMACS vendor services,state,MT,State of Montana,rfp|contract_award,silver,https://vendorservices.mt.gov/,emacs,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://spb.mt.gov/,unknown,Montana state agencies,Portal and anonymous search need verification
mt.state.mbcc_grants,Montana Board of Crime Control funding opportunities,state,MT,Montana Board of Crime Control,grant_opportunity|grant_award,gold|watch,https://mbcc.mt.gov/Funding/Grant-Offerings/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://mbcc.mt.gov/Funding/Grant-Offerings/,optional,Montana crime-control and public-safety grants,Public opportunity and award access need testing
nc.brunswick_schools.bids,Brunswick County Schools requests for bids,school_district,NC,Brunswick County Schools,rfp|contract_award,silver,https://www.bcswan.net/departments/capital-projects/requests-for-bids-capital-projects,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.bcswan.net/departments/capital-projects/requests-for-bids-capital-projects,unknown,Brunswick County Schools,Firecrawl candidate not access tested
nc.state.evp,North Carolina electronic Vendor Portal,state,NC,State of North Carolina,rfp|contract_award,silver,https://evp.nc.gov/solicitations/,custom_portal,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://evp.nc.gov/solicitations/,unknown,North Carolina public entities,Firecrawl discovery only
nc.state.grants_management,North Carolina grants management,state,NC,State of North Carolina,grant_opportunity|grant_award,gold|watch,https://www.osbm.nc.gov/stewardship-services/grants-management,custom_portal,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.osbm.nc.gov/stewardship-services/grants-management,required,North Carolina state grant programs,Public reporting and opportunity access need testing
nc.union_county.bids,Union County current bids,county,NC,Union County,rfp|contract_award,silver,https://www.unioncountync.gov/government/departments-f-p/procurement-contract-management/current-bids,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.unioncountync.gov/government/departments-f-p/procurement-contract-management/current-bids,unknown,Union County,Firecrawl candidate not access tested
nd.cass_county.bids,Cass County bidding opportunities,county,ND,Cass County,rfp|contract_award,silver,https://www.casscountynd.gov/our-county/highway/bidding-opportunities,civicengage,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.casscountynd.gov/our-county/highway/bidding-opportunities,unknown,Cass County,Highway-focused page and broader procurement coverage need testing
nd.fargo_schools.bids,Fargo Public Schools bids and RFPs,school_district,ND,Fargo Public Schools,rfp|contract_award,silver,https://www.fargo.k12.nd.us/departments/business-services/bids-rfps-and-major-contracts,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.fargo.k12.nd.us/departments/business-services/bids-rfps-and-major-contracts,unknown,Fargo Public Schools,Firecrawl candidate not access tested
nd.state.bids,North Dakota bidding opportunities,state,ND,State of North Dakota,rfp|contract_award,silver,https://www.omb.nd.gov/doing-business-state/bidders/bidding-opportunities-and-resources,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.omb.nd.gov/doing-business-state/bidders/bidding-opportunities-and-resources,unknown,North Dakota state agencies,Firecrawl discovery only
nd.state.webgrants,North Dakota WebGrants,state,ND,State of North Dakota,grant_opportunity|grant_award,gold|watch,https://grants.nd.gov/,webgrants,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://grants.nd.gov/,unknown,North Dakota participating grant programs,Public storefront and award access need testing
ne.nemaha_county.bids,Nemaha County bids contracts and RFPs,county,NE,Nemaha County,rfp|contract_award,silver,https://nemahacountyne.gov/bids-contracts-rfps/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://nemahacountyne.gov/bids-contracts-rfps/,unknown,Nemaha County,Firecrawl candidate not access tested
ne.omaha_schools.bids,Omaha Public Schools bids and proposals,school_district,NE,Omaha Public Schools,rfp|contract_award,silver,https://www.ops.org/departments/operations/purchasing-bids-rfp-rfq,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.ops.org/departments/operations/purchasing-bids-rfp-rfq,unknown,Omaha Public Schools,Firecrawl candidate not access tested
ne.state.bids,Nebraska bid opportunities,state,NE,State of Nebraska,rfp|contract_award,silver,https://das.nebraska.gov/materiel/bid-opportunities.html,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://das.nebraska.gov/materiel/bid-opportunities.html,unknown,Nebraska state agencies,Firecrawl discovery only
nh.hillsborough_county.bids,Hillsborough County requests for proposals,county,NH,Hillsborough County,rfp|contract_award,silver,https://hcnh.org/Home/Request-for-Proposals,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://hcnh.org/Home/Request-for-Proposals,unknown,Hillsborough County,Firecrawl candidate not access tested
nh.sau29.bids,SAU 29 RFPs and bids,school_district,NH,School Administrative Unit 29,rfp|contract_award,silver,https://www.sau29.org/sau29/purchasing,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.sau29.org/sau29/purchasing,unknown,SAU 29 member districts,Firecrawl candidate not access tested
nh.state.bids,New Hampshire statewide bids,state,NH,State of New Hampshire,rfp|contract_award,silver,https://apps.das.nh.gov/bidscontracts/bids.aspx,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://apps.das.nh.gov/bidscontracts/bids.aspx,unknown,New Hampshire state agencies,Firecrawl discovery only
nh.state.safe_grant,New Hampshire SAFE Grant,state,NH,New Hampshire Department of Education,grant_opportunity|grant_award,gold|watch,https://www.education.nh.gov/who-we-are/division-of-education-and-analytic-resources/bureau-school-facilities/security-action-education-safe-grant,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.education.nh.gov/who-we-are/division-of-education-and-analytic-resources/bureau-school-facilities/security-action-education-safe-grant,optional,New Hampshire school-security grants,Highly relevant recipient and cycle access need testing
nj.jersey_city_schools.bids,Jersey City Public Schools RFPs and bids,school_district,NJ,Jersey City Public Schools,rfp|contract_award,silver,https://www.jcboe.org/apps/pages/index.jsp?uREC_ID=1536442&type=d&pREC_ID=1667028,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.jcboe.org/apps/pages/index.jsp?uREC_ID=1536442&type=d&pREC_ID=1667028,unknown,Jersey City Public Schools,Firecrawl candidate not access tested
nj.morris_county.bids,Morris County bids and quotes,county,NJ,Morris County,rfp|contract_award,silver,https://www.morriscountynj.gov/Departments/Purchasing/Bids-and-Quotes,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.morriscountynj.gov/Departments/Purchasing/Bids-and-Quotes,unknown,Morris County,Firecrawl candidate not access tested
nj.state.ag_grants,New Jersey Attorney General grant opportunities,state,NJ,New Jersey Office of the Attorney General,grant_opportunity|grant_award,gold|watch,https://www.njoag.gov/resources/grant-opportunities/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.njoag.gov/resources/grant-opportunities/,optional,New Jersey public-safety grants,Opportunity and recipient automation need testing
nj.state.njstart,NJSTART,state,NJ,State of New Jersey,rfp|contract_award,silver,https://www.njstart.gov/bso/,buy_speed,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://www.nj.gov/treasury/purchase/,unknown,New Jersey state agencies,Portal and anonymous search need verification
nm.albuquerque_schools.bids,Albuquerque Public Schools current bids and RFPs,school_district,NM,Albuquerque Public Schools,rfp|contract_award,silver,https://www.aps.edu/procurement/current-bids-and-rfps,vendor_registry,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.aps.edu/procurement/current-bids-and-rfps,unknown,Albuquerque Public Schools,Firecrawl candidate not access tested
nm.grant_county.purchasing,Grant County purchasing,county,NM,Grant County,rfp|contract_award,silver,https://www.grantcountynm.gov/185,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.grantcountynm.gov/185,unknown,Grant County,Firecrawl candidate not access tested
nm.state.homeland_security_grants,New Mexico Homeland Security Grant Program,state,NM,New Mexico DHSEM,grant_opportunity|grant_award,gold|watch,https://www.dhsem.nm.gov/grants/homeland-security-grant-program-hsgp/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.dhsem.nm.gov/grants/homeland-security-grant-program-hsgp/,optional,New Mexico homeland-security grants,Subrecipient and equipment-scope access need testing
nm.state.procurement,New Mexico state purchasing,state,NM,State of New Mexico,rfp|contract_award,silver,https://www.generalservices.state.nm.us/state-purchasing/,custom_web,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://www.generalservices.state.nm.us/state-purchasing/,unknown,New Mexico state agencies,Portal and anonymous search need verification
nv.carson_city.bids,Carson City bid opportunities,city,NV,Carson City,rfp|contract_award,silver,https://www.carsoncity.gov/business/bid-opportunities,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.carsoncity.gov/business/bid-opportunities,unknown,Carson City,Firecrawl candidate not access tested
nv.clark_county.bids,Clark County current opportunities,county,NV,Clark County,rfp|contract_award,silver,https://www.clarkcountynv.gov/business/business_opportunities/current-opportunities,demandstar,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.clarkcountynv.gov/business/business_opportunities/current-opportunities,unknown,Clark County,Firecrawl candidate not access tested
nv.clark_schools.bids,Clark County School District bids in progress,school_district,NV,Clark County School District,rfp|contract_award,silver,https://facilities.ccsd.net/departments/contracts-procurement-and-compliance/bids-in-progress/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://facilities.ccsd.net/departments/contracts-procurement-and-compliance/bids-in-progress/,unknown,Clark County School District,Firecrawl candidate not access tested
nv.state.epro,Nevada ePro open bids,state,NV,State of Nevada,rfp|contract_award,silver,https://nevadaepro.com/bso/view/search/external/advancedSearchBid.xhtml?openBids=true,buy_speed,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://nevadaepro.com/bso/view/search/external/advancedSearchBid.xhtml?openBids=true,unknown,Nevada state agencies,Firecrawl discovery only
nv.state.grants,Nevada state grant opportunities,state,NV,State of Nevada,grant_opportunity,watch,https://www.ofa.nv.gov/resource-library/state-grant-opportunities/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.ofa.nv.gov/resource-library/state-grant-opportunities/,unknown,Nevada state grant opportunities,Opportunity list access needs testing
ny.nyc_schools.rfps,New York City Public Schools open RFPs,school_district,NY,New York City Public Schools,rfp|contract_award,silver,https://infohub.nyced.org/in-our-schools/working-with-the-doe/contracts-and-purchasing/open-doe-solicitations/request-for-proposals,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://infohub.nyced.org/in-our-schools/working-with-the-doe/contracts-and-purchasing/open-doe-solicitations/request-for-proposals,unknown,New York City Public Schools,Firecrawl candidate not access tested
ny.state.sfs_grants,New York SFS grant opportunities,state,NY,State of New York,grant_opportunity|grant_award,gold|watch,https://esupplier.sfs.ny.gov/psp/fscm/SUPPLIER/ERP/c/NY_SUPPUB_FL.AUC_RESP_INQ_AUC.GBL,peoplesoft,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://grantsmanagement.ny.gov/,required,New York state grant opportunities,Public search page found but award access needs testing
ny.westchester_county.bids,Westchester County RFP opportunities,county,NY,Westchester County,rfp|contract_award,silver,https://www.westchestergov.com/rfp/rfps,bidnet_direct,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.westchestergov.com/rfp/rfps,unknown,Westchester County,Firecrawl candidate not access tested
oh.columbus_schools.procurement,Columbus City Schools procurement,school_district,OH,Columbus City Schools,rfp|contract_award,silver,https://www.ccsoh.us/our-district/departments/capital-improvements/request-for-proposals,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.ccsoh.us/our-district/departments/capital-improvements/request-for-proposals,unknown,Columbus City Schools,Firecrawl candidate not access tested
oh.franklin_county.bids,Franklin County bid opportunities,county,OH,Franklin County,rfp|contract_award,silver,https://bids.franklincountyohio.gov/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://bids.franklincountyohio.gov/,unknown,Franklin County,Firecrawl candidate not access tested
oh.state.grants,Ohio Grants Partnership and portal,state,OH,State of Ohio,grant_opportunity|grant_award,gold|watch,https://grants.ohio.gov/,custom_portal,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://grants.ohio.gov/,unknown,Ohio state grant programs,Opportunity and award data access need testing
oh.state.procure,Ohio procurement,state,OH,State of Ohio,rfp|contract_award,silver,https://procure.ohio.gov/,custom_portal,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://procure.ohio.gov/,unknown,Ohio state agencies,Portal and anonymous search need verification
ok.oklahoma_city_schools.purchasing,Oklahoma City Public Schools purchasing,school_district,OK,Oklahoma City Public Schools,rfp|contract_award,silver,https://www.okcps.org/about-okcps/district-information/bids,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.okcps.org/about-okcps/district-information/bids,unknown,Oklahoma City Public Schools,Firecrawl candidate not access tested
ok.oklahoma_county.bids,Oklahoma County purchasing,county,OK,Oklahoma County,rfp|contract_award,silver,https://www.oklahomacounty.org/departments/purchasing,bidnet_direct,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.oklahomacounty.org/departments/purchasing,unknown,Oklahoma County,Firecrawl candidate not access tested
ok.state.ogx,Oklahoma Grant Exchange,state,OK,State of Oklahoma,grant_opportunity|grant_award,gold|watch,https://www.okcommerce.gov/community-development/local-governments-edos/ogx-guides-logon/,custom_portal,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.okcommerce.gov/community-development/local-governments-edos/ogx-guides-logon/,unknown,Oklahoma participating grant programs,Login and public data boundary need testing
ok.state.omes,Oklahoma purchasing,state,OK,State of Oklahoma,rfp|contract_award,silver,https://oklahoma.gov/omes/services/purchasing/solicitations.html,custom_web,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://oklahoma.gov/omes/services/purchasing.html,unknown,Oklahoma state agencies,Portal and anonymous search need verification
or.cascade_schools.bids,Cascade School District procurement,school_district,OR,Cascade School District 5,rfp|contract_award,silver,https://www.cascadeschools.org/page/project-bidding,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.cascadeschools.org/page/project-bidding,unknown,Cascade School District 5,Firecrawl candidate not access tested
or.jackson_county.bids,Jackson County RFPs and bids,county,OR,Jackson County,rfp|contract_award,silver,https://www.jacksoncountyor.gov/government/rfps___bids/index.php,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.jacksoncountyor.gov/government/rfps___bids/index.php,unknown,Jackson County,Firecrawl candidate not access tested
or.state.dlcd_grants,Oregon DLCD grant opportunities,state,OR,Oregon Department of Land Conservation and Development,grant_opportunity|grant_award,gold|watch,https://www.oregon.gov/lcd/about/pages/grants.aspx,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.oregon.gov/lcd/about/pages/grants.aspx,optional,Oregon DLCD grants only,Agency-specific and low security fit
